loss,accuracy,val_loss,val_accuracy
0.5020219087600708,0.8092857003211975,0.27751410007476807,0.8933333158493042
0.2028326392173767,0.9280952215194702,0.18102601170539856,0.9388889074325562
0.13230493664741516,0.9578571319580078,0.1433587670326233,0.9422222375869751
0.12013112753629684,0.9580952525138855,0.18708162009716034,0.9388889074325562
0.10679903626441956,0.9621428847312927,0.13059182465076447,0.95333331823349
0.09055109322071075,0.9711904525756836,0.08290400356054306,0.9744444489479065
0.07375363260507584,0.9742857217788696,0.10353518277406693,0.9677777886390686
0.0663665309548378,0.9783333539962769,0.08597971498966217,0.9700000286102295
